queryNumber;rank;documentID;similarity
1;1;00040;0.07045431486269293
1;2;01080;0.036762474177318566
1;3;01126;-0.024569245944642507
1;4;01015;-0.028067550458298948
1;5;01018;-0.03749211125593802
1;6;00390;-0.05578418677135279
1;7;00781;-0.06664805339259948
1;8;00558;-0.07108875574760198
1;9;00861;-0.07172224141131012
1;10;00222;-0.07977914865346561
1;11;01061;-0.08084266575029177
1;12;00768;-0.08978952597478594
1;13;00151;-0.09140337818081261
1;14;00182;-0.09636633546261165
1;15;00280;-0.10257749372011742
1;16;00374;-0.11105201666095044
1;17;00883;-0.11863199889186668
1;18;00456;-0.12516318301891788
1;19;00338;-0.12534138550404794
1;20;00836;-0.131058860602068
1;21;00657;-0.1325619724716231
1;22;01111;-0.13614647055488402
1;23;00129;-0.14036795277432057
1;24;00171;-0.14548211701389718
1;25;01009;-0.14610003361371796
1;26;00741;-0.15158647682226842
1;27;00526;-0.15277279357064533
1;28;00802;-0.15567370556604387
1;29;00965;-0.15835213240707885
1;30;00724;-0.1628570889175795
1;31;00747;-0.1643953671793194
1;32;00940;-0.16652568369415763
1;33;01097;-0.16700444465365086
1;34;00439;-0.1680838504886292
1;35;00923;-0.17098003584085902
1;36;00828;-0.17331217977313462
1;37;00561;-0.17438183395121928
1;38;00416;-0.17458591998458534
1;39;00908;-0.1768161857549515
1;40;01040;-0.17814507876973423
1;41;00695;-0.1785255863772493
1;42;00893;-0.1825527060618339
1;43;01090;-0.19146842319615198
1;44;00663;-0.19290899227250316
1;45;00935;-0.19384805350633902
1;46;00606;-0.1942586452726248
1;47;00636;-0.19664417128647804
1;48;00296;-0.19976132255732465
1;49;00943;-0.2000718952236267
1;50;00437;-0.20145785647039682
1;51;00751;-0.20223239481580058
1;52;01085;-0.2041179792777662
1;53;00454;-0.20455766477718768
1;54;01045;-0.20492820567531025
1;55;01007;-0.2067283605922989
1;56;00321;-0.20674071657204784
1;57;00620;-0.20825017348008312
1;58;00580;-0.2083366045488713
1;59;00282;-0.21326033940633035
1;60;01215;-0.2134209631023699
1;61;00057;-0.21511283350051363
1;62;00191;-0.21876200556520078
1;63;00477;-0.2187843570532816
1;64;00756;-0.2200137066605979
1;65;01188;-0.22125475678108836
1;66;00700;-0.22134583149685214
1;67;01063;-0.22258617626137533
1;68;00068;-0.22384780482290917
1;69;00344;-0.22389237450603866
1;70;00679;-0.22861985540714144
1;71;01218;-0.23133336289816553
1;72;00385;-0.23139673280537165
1;73;00609;-0.23186755408481446
1;74;00468;-0.23475343465296503
1;75;00017;-0.2350433826745054
1;76;00399;-0.23683231005465577
1;77;01231;-0.23792208434720957
1;78;00464;-0.2381900961218476
1;79;01219;-0.24199617751807387
1;80;00974;-0.24364582940143717
1;81;00757;-0.2457083200799101
1;82;01049;-0.247561749607338
1;83;01107;-0.2511740723504829
1;84;00753;-0.2529102563000784
1;85;00115;-0.2532104430068569
1;86;01101;-0.25592807081390956
1;87;00692;-0.2561468125767173
1;88;00772;-0.2591100023944943
1;89;00603;-0.26207461420222244
1;90;00997;-0.2631580158346972
1;91;00316;-0.2655204581965849
1;92;00421;-0.2660237671266143
1;93;01129;-0.2692006048975836
1;94;00152;-0.26960741611596944
1;95;00581;-0.2698821208309272
1;96;00624;-0.2726661231586596
1;97;01026;-0.27306038753550227
1;98;01006;-0.27383629214784566
1;99;00857;-0.2743593435430957
1;100;00543;-0.2755748013158171
1;101;01166;-0.2780434408489985
1;102;00499;-0.2802094637765733
1;103;00090;-0.2808974483806746
1;104;00455;-0.28159024357861645
1;105;00904;-0.28199508395531675
1;106;00850;-0.28283530874554114
1;107;00274;-0.2836512746111786
1;108;00833;-0.28541714473751545
1;109;00240;-0.2878718582265829
1;110;00078;-0.28906021006212185
1;111;00158;-0.2893850198219052
1;112;01032;-0.2913029375145822
1;113;00041;-0.2927085499432906
1;114;00029;-0.2948995466581904
1;115;01077;-0.29509791578863526
1;116;00396;-0.2959369629739387
1;117;00116;-0.2959680864911234
1;118;00650;-0.2966754989766663
1;119;01058;-0.29837636119728544
1;120;00403;-0.2985864858524617
1;121;01229;-0.2995792957155965
1;122;00720;-0.30022655329094244
1;123;01004;-0.3004810719766048
1;124;00409;-0.3014455607114712
1;125;00398;-0.30242522286556583
1;126;01159;-0.3046342109417142
1;127;01051;-0.30916194412418696
1;128;00527;-0.31071988795155814
1;129;00275;-0.31161034567839196
1;130;00489;-0.3130643101212579
1;131;00127;-0.31332240113708243
1;132;00907;-0.3134434365623861
1;133;01132;-0.31402561195703615
1;134;00701;-0.3143444233754477
1;135;00668;-0.3145840412863344
1;136;00210;-0.31463249209823424
1;137;01238;-0.315569242357405
1;138;00779;-0.3158555910439021
1;139;00638;-0.3167258864632815
1;140;01178;-0.3169119246292326
1;141;00224;-0.31726864703188346
1;142;00231;-0.32088806643358025
1;143;00155;-0.322735159003253
1;144;01158;-0.32345314552381016
1;145;00789;-0.32556021751797093
1;146;00105;-0.32674522926929395
1;147;00490;-0.32709240232836645
1;148;01104;-0.32743427267093067
1;149;00070;-0.3286654201164338
1;150;00918;-0.3305281331267438
1;151;00056;-0.3308529835115962
1;152;00948;-0.3313041806559109
1;153;00759;-0.331499896955303
1;154;00611;-0.33164523780755484
1;155;00204;-0.33210638702445594
1;156;00353;-0.3321496557796354
1;157;01144;-0.333089700736354
1;158;00085;-0.33317615901214825
1;159;01179;-0.33603645621271067
1;160;00787;-0.33740872506729697
1;161;01098;-0.33750180419935766
1;162;00082;-0.33868697753686694
1;163;00780;-0.3409012808498017
1;164;00408;-0.34226089782698044
1;165;00685;-0.34289377389710646
1;166;01011;-0.343167886294329
1;167;00926;-0.3435369339653582
1;168;00761;-0.34358074264370553
1;169;00047;-0.3451252384373038
1;170;00925;-0.345804743059517
1;171;00139;-0.3460708859119295
1;172;01177;-0.3476501311721567
1;173;01072;-0.34766607452034576
1;174;00723;-0.3501024516432931
1;175;00816;-0.35030015606231707
1;176;00045;-0.3532130164457843
1;177;01204;-0.3537315320126083
1;178;00827;-0.35489931817804593
1;179;00266;-0.35648368064436825
1;180;00971;-0.35701899060451814
1;181;00892;-0.35724430235389043
1;182;00166;-0.3593807150208781
1;183;00914;-0.3595976952765184
1;184;00672;-0.3624221816092178
1;185;00020;-0.3631845363075339
1;186;01024;-0.36584043999265664
1;187;00666;-0.3661338176967537
1;188;00775;-0.36732500334120227
1;189;00525;-0.3676043906145475
1;190;00578;-0.3677547475600813
1;191;01020;-0.368109098556023
1;192;00075;-0.3687085591341584
1;193;00579;-0.36960330119937185
1;194;00813;-0.3715871495869939
1;195;00143;-0.3722634968762967
1;196;00570;-0.37320364082653074
1;197;00808;-0.3739239445421161
1;198;00180;-0.3740225414946133
1;199;00087;-0.3747186398059372
1;200;00002;-0.37550625496429385
1;201;00614;-0.37714886026099226
1;202;00088;-0.3778964421476969
1;203;00249;-0.37876062074937844
1;204;00114;-0.37976816380698114
1;205;01128;-0.3798881099832796
1;206;00598;-0.38054414732794395
1;207;01230;-0.38253388393828813
1;208;00449;-0.38295724083195803
1;209;00654;-0.38311734678691883
1;210;00847;-0.38389338328540273
1;211;00230;-0.3849684327142281
1;212;00030;-0.3865321186730496
1;213;01046;-0.3874090228397863
1;214;00743;-0.3875831557261
1;215;00882;-0.388380093541084
1;216;00376;-0.3884013827345469
1;217;01064;-0.3887310678038299
1;218;00032;-0.3897827158834408
1;219;00123;-0.3898976336251313
1;220;00537;-0.39027242779255816
1;221;00025;-0.39058335948540823
1;222;00198;-0.3917560379127615
1;223;00564;-0.39201677321110673
1;224;00384;-0.3929900920944587
1;225;00931;-0.393568867916738
1;226;00389;-0.39460674141165414
1;227;00706;-0.39633181749787993
1;228;00597;-0.3968268459238148
1;229;01027;-0.39731512579366385
1;230;00942;-0.397878420035584
1;231;00167;-0.3987476772943724
1;232;00708;-0.3994802037856684
1;233;01138;-0.3999515971531662
1;234;00267;-0.4004789443354841
1;235;00533;-0.40413735305286774
1;236;00730;-0.4043567920939818
1;237;00853;-0.4044989614918536
1;238;00311;-0.40486778351988045
1;239;00086;-0.40490902828958336
1;240;00375;-0.4051044872446883
1;241;01094;-0.4069002201336597
1;242;00252;-0.4078909426045318
1;243;00596;-0.40862551802015423
1;244;00739;-0.4093146054158491
1;245;00863;-0.41066482700954016
1;246;00054;-0.4109134839134527
1;247;01056;-0.4117756076982904
1;248;00801;-0.41208113339089164
1;249;00303;-0.4129082002926742
1;250;00259;-0.41434498424295857
1;251;00318;-0.4145710019591008
1;252;01122;-0.4149579299305529
1;253;00033;-0.4155684889425259
1;254;01035;-0.41567278230172705
1;255;00972;-0.4166458685684034
1;256;00900;-0.41766434404164426
1;257;00187;-0.4181530516484988
1;258;01059;-0.4186089658858693
1;259;00059;-0.4190488157380628
1;260;01102;-0.4196434976894572
1;261;00363;-0.4209090215387029
1;262;01207;-0.4211725944978795
1;263;00173;-0.421245903833777
1;264;00995;-0.42128405277776915
1;265;00023;-0.4214107815273985
1;266;01133;-0.4214353169924906
1;267;01095;-0.4214496489750108
1;268;00655;-0.4215437862849309
1;269;00016;-0.4226958005051328
1;270;00736;-0.423672484703329
1;271;00050;-0.42416595929609663
1;272;01068;-0.42419386107953394
1;273;00851;-0.42436331260135535
1;274;01081;-0.4248749060728736
1;275;00506;-0.42525023754111396
1;276;00991;-0.4253281997661844
1;277;00161;-0.4265587919072084
1;278;00619;-0.42673520625551437
1;279;00380;-0.4272759453480899
1;280;00134;-0.4278024159249384
1;281;00140;-0.42786330438362985
1;282;00097;-0.4283046959453945
1;283;00601;-0.4297101668101393
1;284;00905;-0.4298757593051994
1;285;00797;-0.4314093298529261
1;286;01185;-0.4315908828234082
1;287;00681;-0.43199649926713374
1;288;00783;-0.4325259714350517
1;289;00013;-0.4325528144374381
1;290;01047;-0.4332502184420521
1;291;00476;-0.4336771430772368
1;292;00691;-0.43460468530957985
1;293;01010;-0.43501956645554657
1;294;00530;-0.4365957287309338
1;295;00941;-0.43687692775563974
1;296;00427;-0.4370411011435971
1;297;00953;-0.437470890594511
1;298;00572;-0.43747192479648495
1;299;01013;-0.4378549758553521
1;300;00961;-0.4387488002457467
1;301;00917;-0.438909844266722
1;302;00927;-0.43904804533011
1;303;00717;-0.4392913722543745
1;304;00245;-0.4401905975845371
1;305;01031;-0.44156409055659046
1;306;00492;-0.44219482354049
1;307;00678;-0.44368521847224557
1;308;00815;-0.4439763572098221
1;309;00587;-0.4443387307923686
1;310;01113;-0.4447352008802361
1;311;01092;-0.44526923171174937
1;312;00108;-0.44716756471942815
1;313;00269;-0.44741383816831304
1;314;01233;-0.44780284059169867
1;315;00867;-0.4485454612212797
1;316;00484;-0.4486445148093466
1;317;01199;-0.4486990740476324
1;318;00520;-0.4493356603315588
1;319;00854;-0.4496429660377887
1;320;00834;-0.45017898185964045
1;321;00560;-0.4505110142757537
1;322;01137;-0.4507155392104616
1;323;00337;-0.4531415706458426
1;324;01196;-0.4536216726347904
1;325;00257;-0.45383813653580374
1;326;01235;-0.454794425602193
1;327;00809;-0.45489399221606547
1;328;00393;-0.4550189058102384
1;329;00005;-0.45518677484832437
1;330;01039;-0.45533878072304845
1;331;00600;-0.456281323637558
1;332;00049;-0.458119395965239
1;333;00899;-0.45893580857240945
1;334;00924;-0.45896829924226307
1;335;00990;-0.459719759982371
1;336;00135;-0.46114537672748074
1;337;00205;-0.4615129981407146
1;338;01119;-0.4633339534202429
1;339;00295;-0.46383989111768903
1;340;00365;-0.4645667390580108
1;341;00044;-0.46539857448143324
1;342;00053;-0.4656954731887869
1;343;01214;-0.46828276079040065
1;344;00073;-0.4683851460302614
1;345;00487;-0.4695300933579394
1;346;00438;-0.47124724367718834
1;347;00637;-0.4717863492569067
1;348;00351;-0.4720965723028592
1;349;00604;-0.47210626168759895
1;350;00640;-0.4731652943209108
1;351;01025;-0.4732799484351436
1;352;00617;-0.4734373820421426
1;353;00061;-0.4736878225756926
1;354;00539;-0.47492957842988864
1;355;00120;-0.4754056424035803
1;356;00898;-0.47546441728297273
1;357;01141;-0.47670170653577515
1;358;00803;-0.47683382618698733
1;359;00726;-0.47732240922667246
1;360;00983;-0.47762410021043367
1;361;00299;-0.47928853384890674
1;362;00136;-0.4805396302326632
1;363;00848;-0.4805914170679746
1;364;00837;-0.48140181460372716
1;365;00575;-0.48191762789900794
1;366;00958;-0.483250906779906
1;367;00540;-0.4832758208212747
1;368;00660;-0.4833127946555559
1;369;00957;-0.483357568920064
1;370;01127;-0.48356216718817463
1;371;00553;-0.4843939875886172
1;372;00457;-0.4847094277436611
1;373;00876;-0.4847604305702767
1;374;00764;-0.48479503561323656
1;375;00364;-0.4849336710488387
1;376;00862;-0.48499124326929344
1;377;01201;-0.4858911086249816
1;378;00094;-0.486516516469195
1;379;00312;-0.48664491764693363
1;380;00255;-0.486917654854061
1;381;00287;-0.48718137714848975
1;382;00994;-0.4872459257642119
1;383;01228;-0.4883163247404621
1;384;00629;-0.48859561008179064
1;385;00352;-0.4887361602134991
1;386;00391;-0.489537985321177
1;387;00089;-0.4896759314334386
1;388;00873;-0.4912928355252882
1;389;01182;-0.4912953613578728
1;390;00206;-0.49156721750292276
1;391;00732;-0.492133506230375
1;392;00227;-0.4935699196763227
1;393;00947;-0.49495089321074875
1;394;00869;-0.4951849474961099
1;395;01076;-0.4959900723506689
1;396;00392;-0.4965317708293226
1;397;01017;-0.49686597315846776
1;398;00718;-0.4971377986639874
1;399;00946;-0.4973866085567566
1;400;00387;-0.4980873227045512
1;401;00690;-0.499169564728855
1;402;00799;-0.49928669989257385
1;403;01149;-0.4994639705421408
1;404;01054;-0.49988599455435084
1;405;00613;-0.5004225938959973
1;406;00149;-0.5005731256053462
1;407;00973;-0.5026207116359314
1;408;00265;-0.5035549063609775
1;409;00519;-0.5049076536624443
1;410;01131;-0.5052100244972093
1;411;01060;-0.5054129765119557
1;412;00881;-0.505610273961264
1;413;00131;-0.5059121777765252
1;414;00330;-0.5059498548987025
1;415;00170;-0.5067392147088589
1;416;00767;-0.5079098175606237
1;417;00656;-0.5084817731571569
1;418;00966;-0.5088188592047536
1;419;01088;-0.5095195749964994
1;420;00945;-0.5096352595768738
1;421;00058;-0.5103509175179171
1;422;00110;-0.5106820443871557
1;423;00418;-0.5117244210257335
1;424;01050;-0.5119197231447008
1;425;00682;-0.5137299094168042
1;426;00591;-0.5137345668240583
1;427;00037;-0.5137814183132481
1;428;00422;-0.5137918526821119
1;429;00832;-0.5147786566431234
1;430;00607;-0.5157266837814382
1;431;00472;-0.5177851435207553
1;432;00008;-0.5194208633622128
1;433;00381;-0.5195600473187486
1;434;00800;-0.520221347760311
1;435;00423;-0.5205509618650408
1;436;01145;-0.5207391496916163
1;437;00340;-0.5212916631949095
1;438;01190;-0.5216761904823876
1;439;00122;-0.5218346227216779
1;440;00273;-0.5223552943520928
1;441;00993;-0.5230430705435279
1;442;00308;-0.5232013273328574
1;443;00602;-0.5242650640645324
1;444;00702;-0.5250197057499273
1;445;00982;-0.5251736549682685
1;446;01012;-0.5255020944770489
1;447;00659;-0.5259477310213176
1;448;00272;-0.5276512529298
1;449;00242;-0.5276838151356871
1;450;00194;-0.5279014117910622
1;451;00980;-0.5285390844556634
1;452;00628;-0.5286825960362297
1;453;00196;-0.5296403461810266
1;454;00221;-0.5305318524739399
1;455;00635;-0.5315947050987965
1;456;00829;-0.5316568075618955
1;457;00707;-0.5318513038978103
1;458;01110;-0.5318913514387418
1;459;00896;-0.5321646130731201
1;460;00324;-0.5332269438483896
1;461;00845;-0.5338188977832505
1;462;00859;-0.5345492063726933
1;463;01071;-0.5350978546279139
1;464;01115;-0.5352163138580684
1;465;00750;-0.5362789287462675
1;466;00542;-0.5368697892745453
1;467;00229;-0.5381308398047769
1;468;00820;-0.5381952648554864
1;469;00518;-0.5383628611737785
1;470;00022;-0.5384910102924637
1;471;00547;-0.5387673341016234
1;472;00425;-0.539899471629894
1;473;01232;-0.5415539967515272
1;474;00648;-0.5418537091936405
1;475;00555;-0.542012340238552
1;476;00704;-0.5425753474893567
1;477;00507;-0.5426742269607475
1;478;00225;-0.5429470005404243
1;479;00790;-0.5437649399310921
1;480;00642;-0.5440326945478481
1;481;00466;-0.5450243577440449
1;482;00244;-0.5453781157306662
1;483;00634;-0.5454511650007294
1;484;01082;-0.5457522933130081
1;485;00996;-0.5460886106042326
1;486;01125;-0.5462779276035393
1;487;00212;-0.5468299378379838
1;488;00156;-0.5470153937733667
1;489;00169;-0.5479762622195808
1;490;00154;-0.5486657522769522
1;491;00101;-0.548854437041087
1;492;01198;-0.5489866465035502
1;493;01075;-0.5508194881255152
1;494;00562;-0.5517010144615478
1;495;01184;-0.5518603136874174
1;496;00825;-0.551873476400068
1;497;00406;-0.5520039198492833
1;498;00755;-0.5521834145479391
1;499;00193;-0.5526153983969545
1;500;00684;-0.552908025944644
1;501;00937;-0.5537828555449698
1;502;00714;-0.5543572900573646
1;503;00497;-0.5553005000861087
1;504;01224;-0.5553022167356158
1;505;00589;-0.5553090810210867
1;506;00774;-0.5553585692388241
1;507;00450;-0.5558048930445808
1;508;00992;-0.5562638865718713
1;509;00039;-0.5565393848796205
1;510;01148;-0.5565488648046607
1;511;00433;-0.5573502622369072
1;512;01226;-0.5573542522201302
1;513;00444;-0.5575688419936516
1;514;00178;-0.5576818334281072
1;515;01065;-0.5579372747527694
1;516;00556;-0.5582513112649761
